-5 58 -4 12 21 
16 35 29 37 44 
18 30 65 55 -3 

60 58 27 28 51 
40 30 16 -7 54 
43 19 51 36 56 
33 61 51 35 69 
-7 2 37 6 57 

57 27 41 0 26 
52 8 16 37 5 
36 25 1 20 27 
25 -10 55 -4 39 
52 63 46 24 57 

35 14 36 60 39 
31 22 21 13 24 
64 23 50 68 48 
45 -1 50 57 24 
27 -13 24 72 34 

-7 29 60 35 20 
5 63 67 0 64 
15 43 43 49 43 
26 33 17 53 1 
29 31 12 32 28 

-10 33 55 12 66 
20 4 7 66 0 
-7 22 -5 38 21 
28 52 2 13 12 
9 -4 55 35 28 

59 57 6 29 53 
36 47 48 53 36 
21 54 7 19 22 
44 22 64 54 -2 
5 6 68 51 54 

61 24 52 54 4 
31 11 55 38 4 
-7 -13 27 47 4 
8 35 2 37 3 
46 30 66 26 68 

30 35 41 54 6 
61 26 36 50 42 
18 33 69 -8 56 
27 67 21 60 15 
1 40 -1 31 -4 

27 -7 16 74 56 
54 44 7 32 20 
23 14 3 -9 60 
67 15 20 53 41 
58 45 47 42 53 

20 14 -3 52 13 
11 19 47 26 56 
51 37 43 26 58 
39 24 23 41 -6 
2 54 55 41 12 

23 7 35 23 49 
53 3 -2 5 10 
-9 6 37 35 41 
42 13 57 65 -12 
16 60 -3 58 -7 

42 16 65 7 61 
17 59 31 3 60 
16 -3 15 5 -9 
7 49 26 14 66 
6 56 21 17 23 

2 47 -8 49 16 
45 61 29 56 55 
39 46 24 69 47 
28 37 60 19 31 
46 17 38 -2 58 

34 20 59 66 42 
16 62 13 51 22 
45 27 61 29 58 
49 55 49 24 -2 
12 64 26 32 23 

53 54 52 44 36 
-11 -2 53 45 47 
69 3 19 22 12 
37 39 15 56 17 
17 56 34 16 48 

43 65 22 63 -2 
13 2 -1 49 24 
15 48 5 -3 1 
23 29 28 62 59 
10 44 25 3 -14 

35 60 31 64 36 
62 43 33 33 10 
71 -3 34 55 31 
23 56 43 15 4 
14 45 18 30 30 

64 57 35 -1 54 
21 58 69 41 5 
53 4 42 4 40 
4 19 55 49 36 
33 9 45 42 14 

65 52 37 34 -1 
9 21 24 53 -3 
-6 9 46 35 12 
0 43 23 48 40 
2 51 69 33 6 

16 59 25 29 17 
4 16 40 40 67 
23 -2 -8 57 15 
39 34 41 54 49 
16 34 63 47 11 

53 1 29 17 27 
34 31 13 19 -4 
42 9 26 27 68 
55 -1 40 5 44 
33 11 51 58 35 

33 58 58 14 36 
58 23 61 14 4 
33 21 5 48 38 
27 -7 61 10 33 
61 8 10 7 62 

16 50 32 16 -4 
45 -6 -7 65 16 
58 45 39 56 40 
14 23 49 47 45 
54 54 20 42 65 

13 68 37 38 14 
30 67 15 10 58 
14 25 19 20 -7 
5 46 16 -3 40 
-15 39 45 57 8 

18 22 50 45 -5 
50 43 36 27 32 
34 56 -8 24 -1 
37 27 59 3 33 
18 37 34 35 43 

-2 -5 56 10 20 
38 20 63 16 68 
22 3 28 41 8 
28 15 45 10 17 
60 21 23 -2 -5 

22 19 53 34 35 
29 19 -2 16 13 
26 16 60 19 7 
57 -10 12 38 40 
1 38 45 48 9 

-1 11 25 6 24 
9 26 -3 47 10 
1 56 19 25 4 
-10 1 8 29 5 
32 18 1 52 36 

37 9 57 49 19 
23 24 1 2 13 
5 34 27 17 73 
65 -6 39 46 -9 
48 -9 0 -5 18 

23 68 29 31 29 
22 45 20 41 2 
23 36 -1 8 5 
43 15 54 44 67 
12 39 34 31 39 

24 27 31 -2 65 
23 32 0 54 54 
29 44 -5 40 33 
5 1 66 59 6 
15 51 -6 27 4 

49 37 62 65 -10 
11 38 60 49 -13 
-8 37 52 19 59 
48 51 19 21 20 
57 3 51 9 33 

-6 61 64 68 0 
50 37 52 57 21 
46 38 65 29 32 
-2 39 40 51 39 
55 63 5 32 52 

-9 60 37 44 2 
42 37 57 74 8 
24 42 28 59 20 
10 2 55 29 62 
21 58 4 68 43 

40 56 35 69 61 
18 0 68 -7 -7 
18 49 14 14 49 
9 8 24 9 28 
-6 64 18 0 59 

11 45 17 -4 49 
50 59 27 30 59 
25 12 16 43 -6 
17 -2 -6 15 44 
30 40 53 65 52 

28 70 -6 30 37 
-8 -8 -1 33 16 
7 31 13 20 7 
57 22 -5 4 18 
55 25 4 53 38 

43 -7 13 62 50 
37 7 54 42 32 
-12 8 47 53 12 
18 -1 -10 28 43 
51 29 9 39 19 

73 15 32 0 14 
7 9 35 55 6 
47 61 36 68 46 
54 -9 47 49 62 
21 37 12 41 62 

4 -2 33 26 38 
27 14 37 19 41 
59 62 56 20 48 
32 41 17 21 22 
52 -2 62 25 11 

52 -11 3 21 17 
58 24 9 62 58 
28 21 46 58 8 
13 25 30 25 3 
15 7 55 27 9 

-4 58 21 36 31 
45 34 64 5 -2 
69 64 7 57 25 
33 -2 65 28 55 
24 34 51 53 66 

-3 68 55 59 30 
35 22 29 42 23 
58 -1 47 16 24 
47 49 8 7 29 
60 28 3 10 50 

36 58 50 31 45 
-12 -3 -3 23 16 
45 15 56 17 56 
59 -3 20 -2 45 
15 29 44 55 53 

38 19 56 61 40 
41 64 4 36 46 
31 44 26 38 18 
43 53 10 35 -2 
34 42 18 36 43 

9 61 57 7 65 
34 24 69 73 9 
22 30 22 9 49 
67 12 -2 58 29 
-14 5 34 7 36 

31 14 46 7 71 
64 19 53 2 -5 
18 36 31 48 56 
4 42 14 15 58 
34 20 22 28 58 

-6 40 25 60 47 
-12 70 20 3 1 
20 40 17 54 30 
24 -4 20 6 73 
64 65 6 45 30 

53 27 13 -8 63 
46 0 43 12 53 
33 -5 -5 -7 1 
40 39 7 62 12 
23 68 17 8 47 

26 3 -4 13 31 
48 -2 63 19 64 
37 32 60 66 16 
36 4 20 40 57 
35 -8 39 49 18 

42 -9 14 4 27 
2 27 52 43 -10 
26 26 12 44 49 
17 62 21 9 -6 
48 4 48 23 15 

39 35 66 44 11 
67 20 -4 10 61 
17 41 50 33 33 
45 -9 57 65 63 
48 55 2 31 65 

63 50 42 35 56 
13 47 60 21 67 
32 26 21 57 65 
26 16 29 46 36 
48 -5 -2 19 72 

16 -8 21 33 -7 
-3 26 35 37 59 
62 15 0 60 -7 
41 30 30 33 54 
45 33 51 -1 42 

-9 2 31 3 12 
34 11 35 24 51 
57 2 47 26 31 
44 40 21 55 65 
45 0 62 -1 17 

0 33 -2 22 19 
48 47 14 37 -9 
25 47 -5 69 57 
-8 -10 -3 -8 62 
67 13 40 44 41 
